MTU (CET/CEST),Area,Sequence,Day-ahead Price (EUR/kWh),Intraday Period (CET/CEST),Intraday Price (EUR/MWh)
12/04/2025 19:00:00 - 12/04/2025 19:15:00,BZN|DE-LU,Sequence 1,0.15006,,
12/04/2025 19:15:00 - 12/04/2025 19:30:00,BZN|DE-LU,Sequence 1,0.15006,,
12/04/2025 19:30:00 - 12/04/2025 19:45:00,BZN|DE-LU,Sequence 1,0.15006,,
12/04/2025 19:45:00 - 12/04/2025 20:00:00,BZN|DE-LU,Sequence 1,0.15006,,
12/04/2025 20:00:00 - 12/04/2025 20:15:00,BZN|DE-LU,Sequence 1,0.12089,,
12/04/2025 20:15:00 - 12/04/2025 20:30:00,BZN|DE-LU,Sequence 1,0.12089,,
12/04/2025 20:30:00 - 12/04/2025 20:45:00,BZN|DE-LU,Sequence 1,0.12089,,
12/04/2025 20:45:00 - 12/04/2025 21:00:00,BZN|DE-LU,Sequence 1,0.12089,,
12/04/2025 21:00:00 - 12/04/2025 21:15:00,BZN|DE-LU,Sequence 1,0.091,,
12/04/2025 21:15:00 - 12/04/2025 21:30:00,BZN|DE-LU,Sequence 1,0.091,,
12/04/2025 21:30:00 - 12/04/2025 21:45:00,BZN|DE-LU,Sequence 1,0.091,,
12/04/2025 21:45:00 - 12/04/2025 22:00:00,BZN|DE-LU,Sequence 1,0.091,,
12/04/2025 22:00:00 - 12/04/2025 22:15:00,BZN|DE-LU,Sequence 1,0.08627,,
12/04/2025 22:15:00 - 12/04/2025 22:30:00,BZN|DE-LU,Sequence 1,0.08627,,
12/04/2025 22:30:00 - 12/04/2025 22:45:00,BZN|DE-LU,Sequence 1,0.08627,,
12/04/2025 22:45:00 - 12/04/2025 23:00:00,BZN|DE-LU,Sequence 1,0.08627,,
12/04/2025 23:00:00 - 12/04/2025 23:15:00,BZN|DE-LU,Sequence 1,0.06427,,
12/04/2025 23:15:00 - 12/04/2025 23:30:00,BZN|DE-LU,Sequence 1,0.06427,,
12/04/2025 23:30:00 - 12/04/2025 23:45:00,BZN|DE-LU,Sequence 1,0.06427,,
12/04/2025 23:45:00 - 13/04/2025 00:00:00,BZN|DE-LU,Sequence 1,0.06427,,
13/04/2025 00:00:00 - 13/04/2025 00:15:00,BZN|DE-LU,Sequence 1,0.06399,,
13/04/2025 00:15:00 - 13/04/2025 00:30:00,BZN|DE-LU,Sequence 1,0.06399,,
13/04/2025 00:30:00 - 13/04/2025 00:45:00,BZN|DE-LU,Sequence 1,0.06399,,
13/04/2025 00:45:00 - 13/04/2025 01:00:00,BZN|DE-LU,Sequence 1,0.06399,,
13/04/2025 01:00:00 - 13/04/2025 01:15:00,BZN|DE-LU,Sequence 1,0.056,,
13/04/2025 01:15:00 - 13/04/2025 01:30:00,BZN|DE-LU,Sequence 1,0.056,,
13/04/2025 01:30:00 - 13/04/2025 01:45:00,BZN|DE-LU,Sequence 1,0.056,,
13/04/2025 01:45:00 - 13/04/2025 02:00:00,BZN|DE-LU,Sequence 1,0.056,,
13/04/2025 02:00:00 - 13/04/2025 02:15:00,BZN|DE-LU,Sequence 1,0.04236,,
13/04/2025 02:15:00 - 13/04/2025 02:30:00,BZN|DE-LU,Sequence 1,0.04236,,
13/04/2025 02:30:00 - 13/04/2025 02:45:00,BZN|DE-LU,Sequence 1,0.04236,,
13/04/2025 02:45:00 - 13/04/2025 03:00:00,BZN|DE-LU,Sequence 1,0.04236,,
13/04/2025 03:00:00 - 13/04/2025 03:15:00,BZN|DE-LU,Sequence 1,0.0295,,
13/04/2025 03:15:00 - 13/04/2025 03:30:00,BZN|DE-LU,Sequence 1,0.0295,,
13/04/2025 03:30:00 - 13/04/2025 03:45:00,BZN|DE-LU,Sequence 1,0.0295,,
13/04/2025 03:45:00 - 13/04/2025 04:00:00,BZN|DE-LU,Sequence 1,0.0295,,
13/04/2025 04:00:00 - 13/04/2025 04:15:00,BZN|DE-LU,Sequence 1,0.032060000000000005,,
13/04/2025 04:15:00 - 13/04/2025 04:30:00,BZN|DE-LU,Sequence 1,0.032060000000000005,,
13/04/2025 04:30:00 - 13/04/2025 04:45:00,BZN|DE-LU,Sequence 1,0.032060000000000005,,
13/04/2025 04:45:00 - 13/04/2025 05:00:00,BZN|DE-LU,Sequence 1,0.032060000000000005,,
13/04/2025 05:00:00 - 13/04/2025 05:15:00,BZN|DE-LU,Sequence 1,0.03448,,
13/04/2025 05:15:00 - 13/04/2025 05:30:00,BZN|DE-LU,Sequence 1,0.03448,,
13/04/2025 05:30:00 - 13/04/2025 05:45:00,BZN|DE-LU,Sequence 1,0.03448,,
13/04/2025 05:45:00 - 13/04/2025 06:00:00,BZN|DE-LU,Sequence 1,0.03448,,
13/04/2025 06:00:00 - 13/04/2025 06:15:00,BZN|DE-LU,Sequence 1,0.02941,,
13/04/2025 06:15:00 - 13/04/2025 06:30:00,BZN|DE-LU,Sequence 1,0.02941,,
13/04/2025 06:30:00 - 13/04/2025 06:45:00,BZN|DE-LU,Sequence 1,0.02941,,
13/04/2025 06:45:00 - 13/04/2025 07:00:00,BZN|DE-LU,Sequence 1,0.02941,,
13/04/2025 07:00:00 - 13/04/2025 07:15:00,BZN|DE-LU,Sequence 1,0.02775,,
13/04/2025 07:15:00 - 13/04/2025 07:30:00,BZN|DE-LU,Sequence 1,0.02775,,
13/04/2025 07:30:00 - 13/04/2025 07:45:00,BZN|DE-LU,Sequence 1,0.02775,,
13/04/2025 07:45:00 - 13/04/2025 08:00:00,BZN|DE-LU,Sequence 1,0.02775,,
13/04/2025 08:00:00 - 13/04/2025 08:15:00,BZN|DE-LU,Sequence 1,0.01287,,
13/04/2025 08:15:00 - 13/04/2025 08:30:00,BZN|DE-LU,Sequence 1,0.01287,,
13/04/2025 08:30:00 - 13/04/2025 08:45:00,BZN|DE-LU,Sequence 1,0.01287,,
13/04/2025 08:45:00 - 13/04/2025 09:00:00,BZN|DE-LU,Sequence 1,0.01287,,
13/04/2025 09:00:00 - 13/04/2025 09:15:00,BZN|DE-LU,Sequence 1,0.00843,,
13/04/2025 09:15:00 - 13/04/2025 09:30:00,BZN|DE-LU,Sequence 1,0.00843,,
13/04/2025 09:30:00 - 13/04/2025 09:45:00,BZN|DE-LU,Sequence 1,0.00843,,
13/04/2025 09:45:00 - 13/04/2025 10:00:00,BZN|DE-LU,Sequence 1,0.00843,,
13/04/2025 10:00:00 - 13/04/2025 10:15:00,BZN|DE-LU,Sequence 1,0.0,,
13/04/2025 10:15:00 - 13/04/2025 10:30:00,BZN|DE-LU,Sequence 1,0.0,,
13/04/2025 10:30:00 - 13/04/2025 10:45:00,BZN|DE-LU,Sequence 1,0.0,,
13/04/2025 10:45:00 - 13/04/2025 11:00:00,BZN|DE-LU,Sequence 1,0.0,,
13/04/2025 11:00:00 - 13/04/2025 11:15:00,BZN|DE-LU,Sequence 1,-2e-05,,
13/04/2025 11:15:00 - 13/04/2025 11:30:00,BZN|DE-LU,Sequence 1,-2e-05,,
13/04/2025 11:30:00 - 13/04/2025 11:45:00,BZN|DE-LU,Sequence 1,-2e-05,,
13/04/2025 11:45:00 - 13/04/2025 12:00:00,BZN|DE-LU,Sequence 1,-2e-05,,
13/04/2025 12:00:00 - 13/04/2025 12:15:00,BZN|DE-LU,Sequence 1,-0.00302,,
13/04/2025 12:15:00 - 13/04/2025 12:30:00,BZN|DE-LU,Sequence 1,-0.00302,,
13/04/2025 12:30:00 - 13/04/2025 12:45:00,BZN|DE-LU,Sequence 1,-0.00302,,
13/04/2025 12:45:00 - 13/04/2025 13:00:00,BZN|DE-LU,Sequence 1,-0.00302,,
13/04/2025 13:00:00 - 13/04/2025 13:15:00,BZN|DE-LU,Sequence 1,-0.01884,,
13/04/2025 13:15:00 - 13/04/2025 13:30:00,BZN|DE-LU,Sequence 1,-0.01884,,
13/04/2025 13:30:00 - 13/04/2025 13:45:00,BZN|DE-LU,Sequence 1,-0.01884,,
13/04/2025 13:45:00 - 13/04/2025 14:00:00,BZN|DE-LU,Sequence 1,-0.01884,,
13/04/2025 14:00:00 - 13/04/2025 14:15:00,BZN|DE-LU,Sequence 1,-0.02538,,
13/04/2025 14:15:00 - 13/04/2025 14:30:00,BZN|DE-LU,Sequence 1,-0.02538,,
13/04/2025 14:30:00 - 13/04/2025 14:45:00,BZN|DE-LU,Sequence 1,-0.02538,,
13/04/2025 14:45:00 - 13/04/2025 15:00:00,BZN|DE-LU,Sequence 1,-0.02538,,
13/04/2025 15:00:00 - 13/04/2025 15:15:00,BZN|DE-LU,Sequence 1,-0.00993,,
13/04/2025 15:15:00 - 13/04/2025 15:30:00,BZN|DE-LU,Sequence 1,-0.00993,,
13/04/2025 15:30:00 - 13/04/2025 15:45:00,BZN|DE-LU,Sequence 1,-0.00993,,
13/04/2025 15:45:00 - 13/04/2025 16:00:00,BZN|DE-LU,Sequence 1,-0.00993,,
13/04/2025 16:00:00 - 13/04/2025 16:15:00,BZN|DE-LU,Sequence 1,-1e-05,,
13/04/2025 16:15:00 - 13/04/2025 16:30:00,BZN|DE-LU,Sequence 1,-1e-05,,
13/04/2025 16:30:00 - 13/04/2025 16:45:00,BZN|DE-LU,Sequence 1,-1e-05,,
13/04/2025 16:45:00 - 13/04/2025 17:00:00,BZN|DE-LU,Sequence 1,-1e-05,,
13/04/2025 17:00:00 - 13/04/2025 17:15:00,BZN|DE-LU,Sequence 1,0.01756,,
13/04/2025 17:15:00 - 13/04/2025 17:30:00,BZN|DE-LU,Sequence 1,0.01756,,
13/04/2025 17:30:00 - 13/04/2025 17:45:00,BZN|DE-LU,Sequence 1,0.01756,,
13/04/2025 17:45:00 - 13/04/2025 18:00:00,BZN|DE-LU,Sequence 1,0.01756,,
13/04/2025 18:00:00 - 13/04/2025 18:15:00,BZN|DE-LU,Sequence 1,0.09863,,
13/04/2025 18:15:00 - 13/04/2025 18:30:00,BZN|DE-LU,Sequence 1,0.09863,,
13/04/2025 18:30:00 - 13/04/2025 18:45:00,BZN|DE-LU,Sequence 1,0.09863,,
13/04/2025 18:45:00 - 13/04/2025 19:00:00,BZN|DE-LU,Sequence 1,0.09863,,
13/04/2025 19:00:00 - 13/04/2025 19:15:00,BZN|DE-LU,Sequence 1,0.12065000000000001,,
13/04/2025 19:15:00 - 13/04/2025 19:30:00,BZN|DE-LU,Sequence 1,0.12065000000000001,,
13/04/2025 19:30:00 - 13/04/2025 19:45:00,BZN|DE-LU,Sequence 1,0.12065000000000001,,
13/04/2025 19:45:00 - 13/04/2025 20:00:00,BZN|DE-LU,Sequence 1,0.12065000000000001,,
13/04/2025 20:00:00 - 13/04/2025 20:15:00,BZN|DE-LU,Sequence 1,0.11801,,
13/04/2025 20:15:00 - 13/04/2025 20:30:00,BZN|DE-LU,Sequence 1,0.11801,,
13/04/2025 20:30:00 - 13/04/2025 20:45:00,BZN|DE-LU,Sequence 1,0.11801,,
13/04/2025 20:45:00 - 13/04/2025 21:00:00,BZN|DE-LU,Sequence 1,0.11801,,
13/04/2025 21:00:00 - 13/04/2025 21:15:00,BZN|DE-LU,Sequence 1,0.10806,,
13/04/2025 21:15:00 - 13/04/2025 21:30:00,BZN|DE-LU,Sequence 1,0.10806,,
13/04/2025 21:30:00 - 13/04/2025 21:45:00,BZN|DE-LU,Sequence 1,0.10806,,
13/04/2025 21:45:00 - 13/04/2025 22:00:00,BZN|DE-LU,Sequence 1,0.10806,,
13/04/2025 22:00:00 - 13/04/2025 22:15:00,BZN|DE-LU,Sequence 1,0.10335,,
13/04/2025 22:15:00 - 13/04/2025 22:30:00,BZN|DE-LU,Sequence 1,0.10335,,
13/04/2025 22:30:00 - 13/04/2025 22:45:00,BZN|DE-LU,Sequence 1,0.10335,,
13/04/2025 22:45:00 - 13/04/2025 23:00:00,BZN|DE-LU,Sequence 1,0.10335,,
13/04/2025 23:00:00 - 13/04/2025 23:15:00,BZN|DE-LU,Sequence 1,0.09498000000000001,,
13/04/2025 23:15:00 - 13/04/2025 23:30:00,BZN|DE-LU,Sequence 1,0.09498000000000001,,
13/04/2025 23:30:00 - 13/04/2025 23:45:00,BZN|DE-LU,Sequence 1,0.09498000000000001,,
13/04/2025 23:45:00 - 14/04/2025 00:00:00,BZN|DE-LU,Sequence 1,0.09498000000000001,,
14/04/2025 00:00:00 - 14/04/2025 00:15:00,BZN|DE-LU,Sequence 1,0.08756,,
14/04/2025 00:15:00 - 14/04/2025 00:30:00,BZN|DE-LU,Sequence 1,0.08756,,
14/04/2025 00:30:00 - 14/04/2025 00:45:00,BZN|DE-LU,Sequence 1,0.08756,,
14/04/2025 00:45:00 - 14/04/2025 01:00:00,BZN|DE-LU,Sequence 1,0.08756,,
14/04/2025 01:00:00 - 14/04/2025 01:15:00,BZN|DE-LU,Sequence 1,0.08269,,
14/04/2025 01:15:00 - 14/04/2025 01:30:00,BZN|DE-LU,Sequence 1,0.08269,,
14/04/2025 01:30:00 - 14/04/2025 01:45:00,BZN|DE-LU,Sequence 1,0.08269,,
14/04/2025 01:45:00 - 14/04/2025 02:00:00,BZN|DE-LU,Sequence 1,0.08269,,
14/04/2025 02:00:00 - 14/04/2025 02:15:00,BZN|DE-LU,Sequence 1,0.08211,,
14/04/2025 02:15:00 - 14/04/2025 02:30:00,BZN|DE-LU,Sequence 1,0.08211,,
14/04/2025 02:30:00 - 14/04/2025 02:45:00,BZN|DE-LU,Sequence 1,0.08211,,
14/04/2025 02:45:00 - 14/04/2025 03:00:00,BZN|DE-LU,Sequence 1,0.08211,,
14/04/2025 03:00:00 - 14/04/2025 03:15:00,BZN|DE-LU,Sequence 1,0.08229,,
14/04/2025 03:15:00 - 14/04/2025 03:30:00,BZN|DE-LU,Sequence 1,0.08229,,
14/04/2025 03:30:00 - 14/04/2025 03:45:00,BZN|DE-LU,Sequence 1,0.08229,,
14/04/2025 03:45:00 - 14/04/2025 04:00:00,BZN|DE-LU,Sequence 1,0.08229,,
14/04/2025 04:00:00 - 14/04/2025 04:15:00,BZN|DE-LU,Sequence 1,0.08452,,
14/04/2025 04:15:00 - 14/04/2025 04:30:00,BZN|DE-LU,Sequence 1,0.08452,,
14/04/2025 04:30:00 - 14/04/2025 04:45:00,BZN|DE-LU,Sequence 1,0.08452,,
14/04/2025 04:45:00 - 14/04/2025 05:00:00,BZN|DE-LU,Sequence 1,0.08452,,
14/04/2025 05:00:00 - 14/04/2025 05:15:00,BZN|DE-LU,Sequence 1,0.09709999999999999,,
14/04/2025 05:15:00 - 14/04/2025 05:30:00,BZN|DE-LU,Sequence 1,0.09709999999999999,,
14/04/2025 05:30:00 - 14/04/2025 05:45:00,BZN|DE-LU,Sequence 1,0.09709999999999999,,
14/04/2025 05:45:00 - 14/04/2025 06:00:00,BZN|DE-LU,Sequence 1,0.09709999999999999,,
14/04/2025 06:00:00 - 14/04/2025 06:15:00,BZN|DE-LU,Sequence 1,0.12434,,
14/04/2025 06:15:00 - 14/04/2025 06:30:00,BZN|DE-LU,Sequence 1,0.12434,,
14/04/2025 06:30:00 - 14/04/2025 06:45:00,BZN|DE-LU,Sequence 1,0.12434,,
14/04/2025 06:45:00 - 14/04/2025 07:00:00,BZN|DE-LU,Sequence 1,0.12434,,
14/04/2025 07:00:00 - 14/04/2025 07:15:00,BZN|DE-LU,Sequence 1,0.15203,,
14/04/2025 07:15:00 - 14/04/2025 07:30:00,BZN|DE-LU,Sequence 1,0.15203,,
14/04/2025 07:30:00 - 14/04/2025 07:45:00,BZN|DE-LU,Sequence 1,0.15203,,
14/04/2025 07:45:00 - 14/04/2025 08:00:00,BZN|DE-LU,Sequence 1,0.15203,,
14/04/2025 08:00:00 - 14/04/2025 08:15:00,BZN|DE-LU,Sequence 1,0.1437,,
14/04/2025 08:15:00 - 14/04/2025 08:30:00,BZN|DE-LU,Sequence 1,0.1437,,
14/04/2025 08:30:00 - 14/04/2025 08:45:00,BZN|DE-LU,Sequence 1,0.1437,,
14/04/2025 08:45:00 - 14/04/2025 09:00:00,BZN|DE-LU,Sequence 1,0.1437,,
14/04/2025 09:00:00 - 14/04/2025 09:15:00,BZN|DE-LU,Sequence 1,0.1047,,
14/04/2025 09:15:00 - 14/04/2025 09:30:00,BZN|DE-LU,Sequence 1,0.1047,,
14/04/2025 09:30:00 - 14/04/2025 09:45:00,BZN|DE-LU,Sequence 1,0.1047,,
14/04/2025 09:45:00 - 14/04/2025 10:00:00,BZN|DE-LU,Sequence 1,0.1047,,
14/04/2025 10:00:00 - 14/04/2025 10:15:00,BZN|DE-LU,Sequence 1,0.09101999999999999,,
14/04/2025 10:15:00 - 14/04/2025 10:30:00,BZN|DE-LU,Sequence 1,0.09101999999999999,,
14/04/2025 10:30:00 - 14/04/2025 10:45:00,BZN|DE-LU,Sequence 1,0.09101999999999999,,
14/04/2025 10:45:00 - 14/04/2025 11:00:00,BZN|DE-LU,Sequence 1,0.09101999999999999,,
14/04/2025 11:00:00 - 14/04/2025 11:15:00,BZN|DE-LU,Sequence 1,0.07707,,
14/04/2025 11:15:00 - 14/04/2025 11:30:00,BZN|DE-LU,Sequence 1,0.07707,,
14/04/2025 11:30:00 - 14/04/2025 11:45:00,BZN|DE-LU,Sequence 1,0.07707,,
14/04/2025 11:45:00 - 14/04/2025 12:00:00,BZN|DE-LU,Sequence 1,0.07707,,
14/04/2025 12:00:00 - 14/04/2025 12:15:00,BZN|DE-LU,Sequence 1,0.06235,,
14/04/2025 12:15:00 - 14/04/2025 12:30:00,BZN|DE-LU,Sequence 1,0.06235,,
14/04/2025 12:30:00 - 14/04/2025 12:45:00,BZN|DE-LU,Sequence 1,0.06235,,
14/04/2025 12:45:00 - 14/04/2025 13:00:00,BZN|DE-LU,Sequence 1,0.06235,,
14/04/2025 13:00:00 - 14/04/2025 13:15:00,BZN|DE-LU,Sequence 1,0.06164,,
14/04/2025 13:15:00 - 14/04/2025 13:30:00,BZN|DE-LU,Sequence 1,0.06164,,
14/04/2025 13:30:00 - 14/04/2025 13:45:00,BZN|DE-LU,Sequence 1,0.06164,,
14/04/2025 13:45:00 - 14/04/2025 14:00:00,BZN|DE-LU,Sequence 1,0.06164,,
14/04/2025 14:00:00 - 14/04/2025 14:15:00,BZN|DE-LU,Sequence 1,0.06436,,
14/04/2025 14:15:00 - 14/04/2025 14:30:00,BZN|DE-LU,Sequence 1,0.06436,,
14/04/2025 14:30:00 - 14/04/2025 14:45:00,BZN|DE-LU,Sequence 1,0.06436,,
14/04/2025 14:45:00 - 14/04/2025 15:00:00,BZN|DE-LU,Sequence 1,0.06436,,
14/04/2025 15:00:00 - 14/04/2025 15:15:00,BZN|DE-LU,Sequence 1,0.07529000000000001,,
14/04/2025 15:15:00 - 14/04/2025 15:30:00,BZN|DE-LU,Sequence 1,0.07529000000000001,,
14/04/2025 15:30:00 - 14/04/2025 15:45:00,BZN|DE-LU,Sequence 1,0.07529000000000001,,
14/04/2025 15:45:00 - 14/04/2025 16:00:00,BZN|DE-LU,Sequence 1,0.07529000000000001,,
14/04/2025 16:00:00 - 14/04/2025 16:15:00,BZN|DE-LU,Sequence 1,0.0846,,
14/04/2025 16:15:00 - 14/04/2025 16:30:00,BZN|DE-LU,Sequence 1,0.0846,,
14/04/2025 16:30:00 - 14/04/2025 16:45:00,BZN|DE-LU,Sequence 1,0.0846,,
14/04/2025 16:45:00 - 14/04/2025 17:00:00,BZN|DE-LU,Sequence 1,0.0846,,
14/04/2025 17:00:00 - 14/04/2025 17:15:00,BZN|DE-LU,Sequence 1,0.09702,,
14/04/2025 17:15:00 - 14/04/2025 17:30:00,BZN|DE-LU,Sequence 1,0.09702,,
14/04/2025 17:30:00 - 14/04/2025 17:45:00,BZN|DE-LU,Sequence 1,0.09702,,
14/04/2025 17:45:00 - 14/04/2025 18:00:00,BZN|DE-LU,Sequence 1,0.09702,,
14/04/2025 18:00:00 - 14/04/2025 18:15:00,BZN|DE-LU,Sequence 1,0.11935,,
14/04/2025 18:15:00 - 14/04/2025 18:30:00,BZN|DE-LU,Sequence 1,0.11935,,
14/04/2025 18:30:00 - 14/04/2025 18:45:00,BZN|DE-LU,Sequence 1,0.11935,,
14/04/2025 18:45:00 - 14/04/2025 19:00:00,BZN|DE-LU,Sequence 1,0.11935,,
14/04/2025 19:00:00 - 14/04/2025 19:15:00,BZN|DE-LU,Sequence 1,0.18,,
14/04/2025 19:15:00 - 14/04/2025 19:30:00,BZN|DE-LU,Sequence 1,0.18,,
14/04/2025 19:30:00 - 14/04/2025 19:45:00,BZN|DE-LU,Sequence 1,0.18,,
14/04/2025 19:45:00 - 14/04/2025 20:00:00,BZN|DE-LU,Sequence 1,0.18,,
14/04/2025 20:00:00 - 14/04/2025 20:15:00,BZN|DE-LU,Sequence 1,0.14061,,
14/04/2025 20:15:00 - 14/04/2025 20:30:00,BZN|DE-LU,Sequence 1,0.14061,,
14/04/2025 20:30:00 - 14/04/2025 20:45:00,BZN|DE-LU,Sequence 1,0.14061,,
14/04/2025 20:45:00 - 14/04/2025 21:00:00,BZN|DE-LU,Sequence 1,0.14061,,
14/04/2025 21:00:00 - 14/04/2025 21:15:00,BZN|DE-LU,Sequence 1,0.10283,,
14/04/2025 21:15:00 - 14/04/2025 21:30:00,BZN|DE-LU,Sequence 1,0.10283,,
14/04/2025 21:30:00 - 14/04/2025 21:45:00,BZN|DE-LU,Sequence 1,0.10283,,
14/04/2025 21:45:00 - 14/04/2025 22:00:00,BZN|DE-LU,Sequence 1,0.10283,,
14/04/2025 22:00:00 - 14/04/2025 22:15:00,BZN|DE-LU,Sequence 1,0.08259,,
14/04/2025 22:15:00 - 14/04/2025 22:30:00,BZN|DE-LU,Sequence 1,0.08259,,
14/04/2025 22:30:00 - 14/04/2025 22:45:00,BZN|DE-LU,Sequence 1,0.08259,,
14/04/2025 22:45:00 - 14/04/2025 23:00:00,BZN|DE-LU,Sequence 1,0.08259,,
14/04/2025 23:00:00 - 14/04/2025 23:15:00,BZN|DE-LU,Sequence 1,0.076,,
14/04/2025 23:15:00 - 14/04/2025 23:30:00,BZN|DE-LU,Sequence 1,0.076,,
14/04/2025 23:30:00 - 14/04/2025 23:45:00,BZN|DE-LU,Sequence 1,0.076,,
14/04/2025 23:45:00 - 15/04/2025 00:00:00,BZN|DE-LU,Sequence 1,0.076,,
15/04/2025 00:00:00 - 15/04/2025 00:15:00,BZN|DE-LU,Sequence 1,0.07293000000000001,,
15/04/2025 00:15:00 - 15/04/2025 00:30:00,BZN|DE-LU,Sequence 1,0.07293000000000001,,
15/04/2025 00:30:00 - 15/04/2025 00:45:00,BZN|DE-LU,Sequence 1,0.07293000000000001,,
15/04/2025 00:45:00 - 15/04/2025 01:00:00,BZN|DE-LU,Sequence 1,0.07293000000000001,,
15/04/2025 01:00:00 - 15/04/2025 01:15:00,BZN|DE-LU,Sequence 1,0.0732,,
15/04/2025 01:15:00 - 15/04/2025 01:30:00,BZN|DE-LU,Sequence 1,0.0732,,
15/04/2025 01:30:00 - 15/04/2025 01:45:00,BZN|DE-LU,Sequence 1,0.0732,,
15/04/2025 01:45:00 - 15/04/2025 02:00:00,BZN|DE-LU,Sequence 1,0.0732,,
15/04/2025 02:00:00 - 15/04/2025 02:15:00,BZN|DE-LU,Sequence 1,0.06738,,
15/04/2025 02:15:00 - 15/04/2025 02:30:00,BZN|DE-LU,Sequence 1,0.06738,,
15/04/2025 02:30:00 - 15/04/2025 02:45:00,BZN|DE-LU,Sequence 1,0.06738,,
15/04/2025 02:45:00 - 15/04/2025 03:00:00,BZN|DE-LU,Sequence 1,0.06738,,
15/04/2025 03:00:00 - 15/04/2025 03:15:00,BZN|DE-LU,Sequence 1,0.06429,,
15/04/2025 03:15:00 - 15/04/2025 03:30:00,BZN|DE-LU,Sequence 1,0.06429,,
15/04/2025 03:30:00 - 15/04/2025 03:45:00,BZN|DE-LU,Sequence 1,0.06429,,
15/04/2025 03:45:00 - 15/04/2025 04:00:00,BZN|DE-LU,Sequence 1,0.06429,,
15/04/2025 04:00:00 - 15/04/2025 04:15:00,BZN|DE-LU,Sequence 1,0.0663,,
15/04/2025 04:15:00 - 15/04/2025 04:30:00,BZN|DE-LU,Sequence 1,0.0663,,
15/04/2025 04:30:00 - 15/04/2025 04:45:00,BZN|DE-LU,Sequence 1,0.0663,,
15/04/2025 04:45:00 - 15/04/2025 05:00:00,BZN|DE-LU,Sequence 1,0.0663,,
15/04/2025 05:00:00 - 15/04/2025 05:15:00,BZN|DE-LU,Sequence 1,0.07042,,
15/04/2025 05:15:00 - 15/04/2025 05:30:00,BZN|DE-LU,Sequence 1,0.07042,,
15/04/2025 05:30:00 - 15/04/2025 05:45:00,BZN|DE-LU,Sequence 1,0.07042,,
15/04/2025 05:45:00 - 15/04/2025 06:00:00,BZN|DE-LU,Sequence 1,0.07042,,
15/04/2025 06:00:00 - 15/04/2025 06:15:00,BZN|DE-LU,Sequence 1,0.08303,,
15/04/2025 06:15:00 - 15/04/2025 06:30:00,BZN|DE-LU,Sequence 1,0.08303,,
15/04/2025 06:30:00 - 15/04/2025 06:45:00,BZN|DE-LU,Sequence 1,0.08303,,
15/04/2025 06:45:00 - 15/04/2025 07:00:00,BZN|DE-LU,Sequence 1,0.08303,,
15/04/2025 07:00:00 - 15/04/2025 07:15:00,BZN|DE-LU,Sequence 1,0.09698999999999999,,
15/04/2025 07:15:00 - 15/04/2025 07:30:00,BZN|DE-LU,Sequence 1,0.09698999999999999,,
15/04/2025 07:30:00 - 15/04/2025 07:45:00,BZN|DE-LU,Sequence 1,0.09698999999999999,,
15/04/2025 07:45:00 - 15/04/2025 08:00:00,BZN|DE-LU,Sequence 1,0.09698999999999999,,
15/04/2025 08:00:00 - 15/04/2025 08:15:00,BZN|DE-LU,Sequence 1,0.09856000000000001,,
15/04/2025 08:15:00 - 15/04/2025 08:30:00,BZN|DE-LU,Sequence 1,0.09856000000000001,,
15/04/2025 08:30:00 - 15/04/2025 08:45:00,BZN|DE-LU,Sequence 1,0.09856000000000001,,
15/04/2025 08:45:00 - 15/04/2025 09:00:00,BZN|DE-LU,Sequence 1,0.09856000000000001,,
15/04/2025 09:00:00 - 15/04/2025 09:15:00,BZN|DE-LU,Sequence 1,0.065,,
15/04/2025 09:15:00 - 15/04/2025 09:30:00,BZN|DE-LU,Sequence 1,0.065,,
15/04/2025 09:30:00 - 15/04/2025 09:45:00,BZN|DE-LU,Sequence 1,0.065,,
15/04/2025 09:45:00 - 15/04/2025 10:00:00,BZN|DE-LU,Sequence 1,0.065,,
15/04/2025 10:00:00 - 15/04/2025 10:15:00,BZN|DE-LU,Sequence 1,0.04893,,
15/04/2025 10:15:00 - 15/04/2025 10:30:00,BZN|DE-LU,Sequence 1,0.04893,,
15/04/2025 10:30:00 - 15/04/2025 10:45:00,BZN|DE-LU,Sequence 1,0.04893,,
15/04/2025 10:45:00 - 15/04/2025 11:00:00,BZN|DE-LU,Sequence 1,0.04893,,
15/04/2025 11:00:00 - 15/04/2025 11:15:00,BZN|DE-LU,Sequence 1,0.00292,,
15/04/2025 11:15:00 - 15/04/2025 11:30:00,BZN|DE-LU,Sequence 1,0.00292,,
15/04/2025 11:30:00 - 15/04/2025 11:45:00,BZN|DE-LU,Sequence 1,0.00292,,
15/04/2025 11:45:00 - 15/04/2025 12:00:00,BZN|DE-LU,Sequence 1,0.00292,,
15/04/2025 12:00:00 - 15/04/2025 12:15:00,BZN|DE-LU,Sequence 1,8e-05,,
15/04/2025 12:15:00 - 15/04/2025 12:30:00,BZN|DE-LU,Sequence 1,8e-05,,
15/04/2025 12:30:00 - 15/04/2025 12:45:00,BZN|DE-LU,Sequence 1,8e-05,,
15/04/2025 12:45:00 - 15/04/2025 13:00:00,BZN|DE-LU,Sequence 1,8e-05,,
15/04/2025 13:00:00 - 15/04/2025 13:15:00,BZN|DE-LU,Sequence 1,0.0,,
